"State","fips","full","pop_2015","Brewery_id","Brewery_name","City","Beer_name","Beer_ID","ABV","IBU","Style","Ounces"
"WA","53","Washington",7170351,291,"Hale's Ales","Seattle","Supergoose IPA",1857,0.069,67,"American IPA",12
"WA","53","Washington",7170351,191,"Two Beers Brewing Company","Seattle","Trailhead ISA",1661,0.048,48,"American IPA",12
"WA","53","Washington",7170351,545,"Pyramid Breweries","Seattle","Haywire Hefeweizen (2010)",82,0.052,18,"Hefeweizen",16
"WA","53","Washington",7170351,484,"Bale Breaker Brewing Company","Yakima","Topcutter India Pale Ale",966,0.068,70,"American IPA",12
"WA","53","Washington",7170351,488,"Redhook Brewery","Woodinville","Copper Hook (2011)",339,0.058,27,"American Amber / Red Ale",12
"WA","53","Washington",7170351,402,"Amnesia Brewing Company","Washougal","Damnesia",1473,0.062,35,"American IPA",16
"WA","53","Washington",7170351,545,"Pyramid Breweries","Seattle","Pyramid Hefeweizen (2011)",399,0.052,18,"Hefeweizen",12
"WA","53","Washington",7170351,191,"Two Beers Brewing Company","Seattle","Presidential Pils",1438,0.048,20,"Czech Pilsener",12
"WA","53","Washington",7170351,391,"Orlison Brewing Company","Airway Heights","Brünette",1527,0.042,58,"Euro Dark Lager",16
"WA","53","Washington",7170351,527,"Churchkey Can Company","Seattle","Churchkey Pilsner Style Beer",567,0.049,29,"American Pilsner",12
"WA","53","Washington",7170351,191,"Two Beers Brewing Company","Seattle","Immersion Amber Ale (2011)",518,0.052,27,"American Amber / Red Ale",12
"WA","53","Washington",7170351,291,"Hale's Ales","Seattle","Hale's Pale American Ale",1440,0.047,40,"American Pale Ale (APA)",12
"WA","53","Washington",7170351,395,"Schilling & Company","Seattle","Ginger Cider",1466,0.065,13,"Cider",12
"WA","53","Washington",7170351,461,"Fremont Brewing Company","Seattle","Fremont Organic Pale Ale",1116,0.045,65,"American Pale Ale (APA)",12
"WA","53","Washington",7170351,191,"Two Beers Brewing Company","Seattle","Panorama Wheat Ale",451,0.046,10,"American Pale Wheat Ale",12
"WA","53","Washington",7170351,363,"Hilliard's Beer","Seattle","The 12th Can™",1615,0.045,32,"American Pale Ale (APA)",16
"WA","53","Washington",7170351,191,"Two Beers Brewing Company","Seattle","SoDo Brown Ale",519,0.054,20,"American Brown Ale",12
"WA","53","Washington",7170351,354,"Aslan Brewing Company","Bellingham","Aslan IPA",1639,0.077,77,"American IPA",16
"WA","53","Washington",7170351,363,"Hilliard's Beer","Seattle","Hilliard's Saison",496,0.066,30,"Saison / Farmhouse Ale",16
"WA","53","Washington",7170351,391,"Orlison Brewing Company","Airway Heights","Clem's Gold",1530,0.053,65,"American Pale Lager",16
"WA","53","Washington",7170351,354,"Aslan Brewing Company","Bellingham","Aslan Kölsch",1640,0.048,69,"Kölsch",16
"WA","53","Washington",7170351,355,"Kulshan Brewery","Bellingham","Bellingham Beer Week 2013 Collaboration",1637,0.08,60,"Belgian Strong Dark Ale",16
"WA","53","Washington",7170351,391,"Orlison Brewing Company","Airway Heights","Havanüther",1526,0.041,45,"Light Lager",16
"WA","53","Washington",7170351,451,"Northwest Brewing Company","Pacific","Three Skulls Ale Pale Ale",1226,0.063,42,"American Pale Ale (APA)",16
"WA","53","Washington",7170351,368,"Airways Brewing Company","Kent","Oatmeal PSA",1162,0.05,35,"American Pale Ale (APA)",16
"WA","53","Washington",7170351,191,"Two Beers Brewing Company","Seattle","Day Hike Session",2235,0.041,41,"American IPA",12
"WA","53","Washington",7170351,171,"Everybody's Brewing","White Salmon","Country Boy IPA",1504,0.062,80,"American IPA",12
"WA","53","Washington",7170351,191,"Two Beers Brewing Company","Seattle","Evolutionary IPA (2011)",505,0.062,70,"American IPA",12
"WA","53","Washington",7170351,488,"Redhook Brewery","Woodinville","Long Hammer IPA",583,0.065,44,"American IPA",12
"WA","53","Washington",7170351,402,"Amnesia Brewing Company","Washougal","Desolation IPA",837,0.062,43,"American IPA",16
"WA","53","Washington",7170351,482,"7 Seas Brewing Company","Gig Harbor","British Pale Ale",48,0.054,30,"English Pale Ale",16
"WA","53","Washington",7170351,482,"7 Seas Brewing Company","Gig Harbor","British Pale Ale (2010)",866,0.054,30,"English Pale Ale",16
"WA","53","Washington",7170351,474,"Engine House 9","Tacoma","Underachiever",1039,0.05,30,"American Adjunct Lager",16
"WA","53","Washington",7170351,402,"Amnesia Brewing Company","Washougal","Dusty Trail Pale Ale",1474,0.054,32,"American Pale Ale (APA)",16
"WA","53","Washington",7170351,391,"Orlison Brewing Company","Airway Heights","Orlison India Pale Lager",1528,0.067,35,"American Pale Lager",16
"WA","53","Washington",7170351,368,"Airways Brewing Company","Kent","Maylani's Coconut Stout",1594,0.053,35,"American Stout",16
"WA","53","Washington",7170351,488,"Redhook Brewery","Woodinville","Long Hammer IPA",945,0.065,44,"American IPA",16
"WA","53","Washington",7170351,391,"Orlison Brewing Company","Airway Heights","Lizzy's Red",1529,0.055,35,"American Amber / Red Lager",16
"WA","53","Washington",7170351,191,"Two Beers Brewing Company","Seattle","Evo IPA",1659,0.062,70,"American IPA",12
"WA","53","Washington",7170351,363,"Hilliard's Beer","Seattle","Hilliard's Amber Ale",497,0.055,60,"American Amber / Red Ale",16
"WA","53","Washington",7170351,191,"Two Beers Brewing Company","Seattle","Immersion Amber",1660,0.052,27,"American Amber / Red Ale",12
"WA","53","Washington",7170351,171,"Everybody's Brewing","White Salmon","Little Sister India Style Session Ale",2292,0.043,60,"American IPA",12
"WA","53","Washington",7170351,517,"Emerald City Beer Company","Seattle","Dottie Seattle Lager",673,0.049,25,"American Amber / Red Lager",16
"WA","53","Washington",7170351,412,"Seattle Cider Company","Seattle","Dry Cider",1416,0.065,13,"Cider",16
"WA","53","Washington",7170351,461,"Fremont Brewing Company","Seattle","Harvest Ale",901,0.065,35,"Saison / Farmhouse Ale",12
"WA","53","Washington",7170351,191,"Two Beers Brewing Company","Seattle","Trailhead India Style Session Ale (2011)",482,0.048,48,"American IPA",12
"WA","53","Washington",7170351,363,"Hilliard's Beer","Seattle","Hilliard's Blonde",724,0.049,20,"American Blonde Ale",16
"WA","53","Washington",7170351,395,"Schilling & Company","Seattle","Oak Aged Cider",1503,0.065,10,"Cider",12
"WA","53","Washington",7170351,461,"Fremont Brewing Company","Seattle","77 Fremont Select Spring Session IPA",1174,0.04,45,"American IPA",12
"WA","53","Washington",7170351,395,"Schilling & Company","Seattle","Schilling Hard Cider",1245,0.065,19,"Cider",12
"WA","53","Washington",7170351,412,"Seattle Cider Company","Seattle","Dry Hard Cider",1415,0.065,20,"Cider",16
"WA","53","Washington",7170351,461,"Fremont Brewing Company","Seattle","Universale Pale Ale",858,0.056,30,"American Pale Ale (APA)",12
"WA","53","Washington",7170351,461,"Fremont Brewing Company","Seattle","Fremont Summer Ale",875,0.065,45,"American Pale Ale (APA)",12
"WA","53","Washington",7170351,461,"Fremont Brewing Company","Seattle","Interurban IPA",857,0.065,80,"American IPA",12
"WA","53","Washington",7170351,510,"Wingman Brewers","Tacoma","P-51 Porter",761,0.08,31,"American Porter",16
"WA","53","Washington",7170351,320,"Dick's Brewing Company","Centralia","12 Man Pale Ale",1773,0.045,94,"American Pale Ale (APA)",12
"WA","53","Washington",7170351,368,"Airways Brewing Company","Kent","Pre Flight Pilsner",1137,0.052,33,"American Pilsner",16
"WA","53","Washington",7170351,510,"Wingman Brewers","Tacoma","Ace IPA",762,0.074,83,"American IPA",16
"WA","53","Washington",7170351,363,"Hilliard's Beer","Seattle","Hilliard's Pils",889,0.055,34,"Czech Pilsener",16
"WA","53","Washington",7170351,451,"Northwest Brewing Company","Pacific","Hoppy Bitch IPA",1227,0.063,35,"American IPA",16
"WA","53","Washington",7170351,482,"7 Seas Brewing Company","Gig Harbor","Ballz Deep Double IPA",47,0.084,82,"American Double / Imperial IPA",16
"WA","53","Washington",7170351,482,"7 Seas Brewing Company","Gig Harbor","Rude Parrot IPA",972,0.059,75,"American IPA",16
"WA","53","Washington",7170351,461,"Fremont Brewing Company","Seattle","Abominable Ale",994,0.08,26,"English Strong Ale",12
"WA","53","Washington",7170351,312,"Dirty Bucket Brewing Company","Woodinville","Filthy Hoppin' IPA",1795,0.065,72,"American IPA",16
"WI","55","Wisconsin",5771337,457,"Lucette Brewing Company","Menominie","The Farmer's Daughter",700,0.048,26,"American Blonde Ale",16
"WI","55","Wisconsin",5771337,285,"Milwaukee Brewing Company","Milwaukee","Hop Happy",1080,0.075,51,"American IPA",16
"WI","55","Wisconsin",5771337,135,"Minhas Craft Brewery","Monroe","Clear Creek Ice",2280,0.062,35,"American Pale Lager",12
"WI","55","Wisconsin",5771337,378,"Lucette Brewing Company","Menominee","Slow Hand Stout",1571,0.052,29,"American Stout",16
"WI","55","Wisconsin",5771337,74,"Ale Asylum","Madison","Hopalicious",2501,0.057,35,"American Pale Ale (APA)",12
"WI","55","Wisconsin",5771337,457,"Lucette Brewing Company","Menominie","Hips Don't Lie",1204,0.062,45,"Hefeweizen",16
"WI","55","Wisconsin",5771337,132,"Stevens Point Brewery","Stevens Point","Point Special (2013)",2122,0.047,9,"American Adjunct Lager",12
"WI","55","Wisconsin",5771337,132,"Stevens Point Brewery","Stevens Point","Point Special",2365,0.047,9,"American Adjunct Lager",12
"WI","55","Wisconsin",5771337,426,"Ciderboys","Stevens Point","First Press",1342,0.05,20,"Cider",12
"WI","55","Wisconsin",5771337,135,"Minhas Craft Brewery","Monroe","Boxer",2276,0.05,41,"American Adjunct Lager",24
"WI","55","Wisconsin",5771337,132,"Stevens Point Brewery","Stevens Point","2012 Black Ale",357,0.054,32,"American Brown Ale",12
"WI","55","Wisconsin",5771337,135,"Minhas Craft Brewery","Monroe","Huber",2282,0.05,55,"American Pale Lager",12
"WI","55","Wisconsin",5771337,457,"Lucette Brewing Company","Menominie","Ride Again Pale Ale",1122,0.052,65,"American Pale Ale (APA)",16
"WI","55","Wisconsin",5771337,33,"James Page Brewing Company","Stevens Point","Casper White Stout",1523,0.06,17,"American Blonde Ale",12
"WI","55","Wisconsin",5771337,132,"Stevens Point Brewery","Stevens Point","Beyond The Pale IPA",2150,0.063,64,"American IPA",12
"WI","55","Wisconsin",5771337,135,"Minhas Craft Brewery","Monroe","Boxer Ice",2274,0.055,50,"American Adjunct Lager",12
"WI","55","Wisconsin",5771337,132,"Stevens Point Brewery","Stevens Point","Point Oktoberfest",1357,0.057,15,"Märzen / Oktoberfest",16
"WI","55","Wisconsin",5771337,407,"Lazy Monk Brewing","Eau Claire","Lazy Monk Bohemian Pilsner",1445,0.05,72,"Czech Pilsener",16
"WI","55","Wisconsin",5771337,132,"Stevens Point Brewery","Stevens Point","Point Special Lager",138,0.047,9,"American Adjunct Lager",12
"WI","55","Wisconsin",5771337,135,"Minhas Craft Brewery","Monroe","Clear Creek Ice",2281,0.062,35,"American Pale Lager",16
"WI","55","Wisconsin",5771337,132,"Stevens Point Brewery","Stevens Point","St. Benedict's Winter Ale",1450,0.062,99,"Winter Warmer",12
"WI","55","Wisconsin",5771337,33,"James Page Brewing Company","Stevens Point","A Capella Gluten Free Pale Ale",1524,0.055,55,"American Pale Ale (APA)",12
"WI","55","Wisconsin",5771337,121,"Horny Goat Brew Pub","Milwaukee","Oktoberfest",2383,0.06,22,"Märzen / Oktoberfest",16
"WI","55","Wisconsin",5771337,135,"Minhas Craft Brewery","Monroe","Minhas Light (2012)",2358,0.04,35,"Light Lager",12
"WI","55","Wisconsin",5771337,285,"Milwaukee Brewing Company","Milwaukee","Louie's Demise Amber Ale",1272,0.051,24,"American Amber / Red Ale",16
"WI","55","Wisconsin",5771337,350,"Hinterland Brewery","Green Bay","White Cap White IPA",1652,0.042,75,"American White IPA",16
"WI","55","Wisconsin",5771337,135,"Minhas Craft Brewery","Monroe","Mountain Creek (2013)",2277,0.055,55,"American Pale Lager",12
"WI","55","Wisconsin",5771337,121,"Horny Goat Brew Pub","Milwaukee","Laka Laka Pineapple",2384,0.051,17,"Hefeweizen",12
"WI","55","Wisconsin",5771337,285,"Milwaukee Brewing Company","Milwaukee","Louie’s Demise Immort-Ale (2010)",171,0.051,24,"American Amber / Red Ale",16
"WI","55","Wisconsin",5771337,135,"Minhas Craft Brewery","Monroe","Huber Bock (2014)",2359,0.054,70,"Bock",16
"WI","55","Wisconsin",5771337,132,"Stevens Point Brewery","Stevens Point","Three Kings Ale",650,0.049,13,"Kölsch",12
"WI","55","Wisconsin",5771337,135,"Minhas Craft Brewery","Monroe","Boxer Light",2275,0.042,23,"Light Lager",12
"WI","55","Wisconsin",5771337,132,"Stevens Point Brewery","Stevens Point","Point Special Lager",2115,0.047,9,"American Adjunct Lager",16
"WI","55","Wisconsin",5771337,530,"Northwoods Brewpub","Eau Claire","Walter's Premium Pilsener Beer",541,0.045,45,"German Pilsener",12
"WI","55","Wisconsin",5771337,426,"Ciderboys","Stevens Point","Magic Apple",1341,0.05,20,"Cider",12
"WI","55","Wisconsin",5771337,132,"Stevens Point Brewery","Stevens Point","Point Nude Beach Summer Wheat (2010)",141,0.05,7,"American Pale Wheat Ale",12
"WI","55","Wisconsin",5771337,132,"Stevens Point Brewery","Stevens Point","Onyx Black Ale",2151,0.052,9,"American Black Ale",12
"WI","55","Wisconsin",5771337,132,"Stevens Point Brewery","Stevens Point","Point Special (Current)",2366,0.047,9,"American Adjunct Lager",12
"WI","55","Wisconsin",5771337,132,"Stevens Point Brewery","Stevens Point","Point Nude Beach Summer Wheat (2011)",772,0.05,7,"American Pale Wheat Ale",12
"WI","55","Wisconsin",5771337,132,"Stevens Point Brewery","Stevens Point","Point Oktoberfest",456,0.057,15,"Märzen / Oktoberfest",12
"WI","55","Wisconsin",5771337,132,"Stevens Point Brewery","Stevens Point","Point Special (2012)",2121,0.047,9,"American Adjunct Lager",12
"WI","55","Wisconsin",5771337,132,"Stevens Point Brewery","Stevens Point","Point Cascade Pale Ale",140,0.054,33,"American Pale Ale (APA)",12
"WI","55","Wisconsin",5771337,487,"Stillmank Beer Company","Green Bay","Wisco Disco",953,0.051,31,"American Amber / Red Ale",16
"WI","55","Wisconsin",5771337,132,"Stevens Point Brewery","Stevens Point","Drop Dead Blonde",684,0.035,17,"American Blonde Ale",12
"WI","55","Wisconsin",5771337,33,"James Page Brewing Company","Stevens Point","Bastian",2595,0.125,35,"American Strong Ale",12
"WI","55","Wisconsin",5771337,135,"Minhas Craft Brewery","Monroe","Axe Head Malt Liquor",2361,0.099,55,"American Malt Liquor",24
"WI","55","Wisconsin",5771337,33,"James Page Brewing Company","Stevens Point","JP's Ould Sod Irish Red IPA",1254,0.06,42,"American IPA",12
"WI","55","Wisconsin",5771337,530,"Northwoods Brewpub","Eau Claire","Floppin' Crappie",109,0.045,41,"American Pale Wheat Ale",12
"WI","55","Wisconsin",5771337,121,"Horny Goat Brew Pub","Milwaukee","Watermelon Wheat",2385,0.056,8,"American Pale Wheat Ale",12
"WI","55","Wisconsin",5771337,193,"Capital Brewery","Middleton","Ghost Ship White IPA",1954,0.056,55,"American IPA",12
"WI","55","Wisconsin",5771337,33,"James Page Brewing Company","Stevens Point","Yabba Dhaba Chai Tea Porter",1525,0.055,20,"American Porter",12
"WI","55","Wisconsin",5771337,132,"Stevens Point Brewery","Stevens Point","Point Cascade Pale Ale (2013)",2270,0.054,33,"American Pale Ale (APA)",12
"WI","55","Wisconsin",5771337,132,"Stevens Point Brewery","Stevens Point","Point Nude Beach Summer Wheat",1225,0.052,7,"American Pale Wheat Ale",16
"WI","55","Wisconsin",5771337,132,"Stevens Point Brewery","Stevens Point","Point Nude Beach Summer Wheat",816,0.05,7,"American Pale Wheat Ale",12
"WI","55","Wisconsin",5771337,132,"Stevens Point Brewery","Stevens Point","Point Special",2228,0.047,9,"American Adjunct Lager",12
"WI","55","Wisconsin",5771337,193,"Capital Brewery","Middleton","Island Wheat",180,0.042,22,"American Pale Wheat Ale",12
"WI","55","Wisconsin",5771337,212,"Wisconsin Brewing Company","Verona","#003 Brown & Robust Porter",2147,0.052,18,"American Porter",12
"WI","55","Wisconsin",5771337,132,"Stevens Point Brewery","Stevens Point","Point Amber Classic",139,0.047,14,"American Amber / Red Lager",12
"WI","55","Wisconsin",5771337,135,"Minhas Craft Brewery","Monroe","Mountain Crest",2279,0.055,35,"American Pale Lager",16
"WI","55","Wisconsin",5771337,212,"Wisconsin Brewing Company","Verona","#004 Session I.P.A.",2146,0.048,38,"American IPA",12
"WI","55","Wisconsin",5771337,33,"James Page Brewing Company","Stevens Point","Healani",2480,0.045,16,"Hefeweizen",12
"WI","55","Wisconsin",5771337,543,"Angry Minnow Brewing Company","Hayward","River Pig Pale Ale",410,0.054,90,"American Pale Ale (APA)",16
"WI","55","Wisconsin",5771337,499,"Sprecher Brewing Company","Glendale","Special Amber",445,0.05,22,"Vienna Lager",12
"WI","55","Wisconsin",5771337,285,"Milwaukee Brewing Company","Milwaukee","Flaming Damsel Lager (2010)",172,0.048,18,"Vienna Lager",16
"WI","55","Wisconsin",5771337,229,"Geneva Lake Brewing Company","Lake Geneva","No Wake IPA",2077,0.072,50,"American IPA",12
"WI","55","Wisconsin",5771337,229,"Geneva Lake Brewing Company","Lake Geneva","Boathouse Blonde",2076,0.049,15,"American Blonde Ale",12
"WI","55","Wisconsin",5771337,285,"Milwaukee Brewing Company","Milwaukee","Booyah Farmhouse Ale",932,0.065,20,"Saison / Farmhouse Ale",16
"WI","55","Wisconsin",5771337,285,"Milwaukee Brewing Company","Milwaukee","Hop Freak",1884,0.087,80,"American Double / Imperial IPA",16
"WI","55","Wisconsin",5771337,285,"Milwaukee Brewing Company","Milwaukee","O-Gii",776,0.092,32,"Witbier",16
"WI","55","Wisconsin",5771337,147,"Angry Minnow","Hayward","Charlie's Rye IPA",2337,0.06,115,"American IPA",16
"WI","55","Wisconsin",5771337,212,"Wisconsin Brewing Company","Verona","#001 Golden Amber Lager",2149,0.055,14,"American Amber / Red Lager",12
"WI","55","Wisconsin",5771337,212,"Wisconsin Brewing Company","Verona","#002 American I.P.A.",2148,0.071,60,"American IPA",12
"WI","55","Wisconsin",5771337,135,"Minhas Craft Brewery","Monroe","Boxer",2273,0.05,50,"American Adjunct Lager",12
"WI","55","Wisconsin",5771337,543,"Angry Minnow Brewing Company","Hayward","Oaky's Oatmeal Stout",409,0.047,50,"Oatmeal Stout",16
"WI","55","Wisconsin",5771337,193,"Capital Brewery","Middleton","Wisconsin Amber (1998)",840,0.052,138,"Vienna Lager",12
"WI","55","Wisconsin",5771337,193,"Capital Brewery","Middleton","Lake House",2225,0.046,18,"Munich Helles Lager",12
"WI","55","Wisconsin",5771337,499,"Sprecher Brewing Company","Glendale","Special Amber",855,0.05,22,"Vienna Lager",12
"WI","55","Wisconsin",5771337,193,"Capital Brewery","Middleton","Mutiny IPA",1177,0.062,70,"American IPA",12
"WI","55","Wisconsin",5771337,555,"Dave's Brewfarm","Wilson","BrewFarm Select Golden Lager",110,0.055,50,"American Pale Lager",12
